StudentID,Professor Name,CourseID,ExamDuration(in mins)
2012,Nezakat Sevda Javanshir,ENGR201,120
2012,Fatma Küçük,CENG207,120
2013,Muhammed Abdullah Bülbül,CENG201,90
2013,Metin Aktaş,PHYS101,120
2013,Osman Serdar Gedik,CENG203,120
2013,Shafqat Ur Rehman,CENG209,90
2013,Nezakat Sevda Javanshir,ENGR201,120
2013,Fatma Küçük,CENG207,120
2014,Muhammed Abdullah Bülbül,CENG201,90
2014,Yusuf Evren Aykaç,CENG113,90
2014,Osman Serdar Gedik,CENG203,120
2014,Shafqat Ur Rehman,CENG209,90
2014,Nezakat Sevda Javanshir,ENGR201,120
2014,Fatma Küçük,CENG207,120
2015,Muhammed Abdullah Bülbül,CENG201,90
2015,Metin Aktaş,PHYS101,120
2015,Müberra Allahverdi,MATH101,120
2015,Osman Serdar Gedik,CENG203,120
2015,Shafqat Ur Rehman,CENG209,90
2015,Nezakat Sevda Javanshir,ENGR201,120
2015,Fatma Küçük,CENG207,120
2016,Muhammed Abdullah Bülbül,CENG201,90
2016,Osman Serdar Gedik,CENG203,120
2016,Shafqat Ur Rehman,CENG209,90
2016,Nezakat Sevda Javanshir,ENGR201,120
2016,Fatma Küçük,CENG207,120
2017,Muhammed Abdullah Bülbül,CENG201,90
2017,Metin Aktaş,PHYS101,120
2017,Osman Serdar Gedik,CENG203,120
2017,Shafqat Ur Rehman,CENG209,90
2017,Nezakat Sevda Javanshir,ENGR201,120
2017,Fatma Küçük,CENG207,120
2018,Muhammed Abdullah Bülbül,CENG201,90
2018,Yusuf Evren Aykaç,CENG113,90
2018,Osman Serdar Gedik,CENG203,120
2018,Shafqat Ur Rehman,CENG209,90
2018,Nezakat Sevda Javanshir,ENGR201,120
2018,Fatma Küçük,CENG207,120
2019,Muhammed Abdullah Bülbül,CENG201,90
2019,Yusuf Evren Aykaç,CENG113,90
2019,Müberra Allahverdi,MATH101,120
2019,Muhammed Fatih Demirci,CENG101,60
2019,Osman Serdar Gedik,CENG203,120
2019,Shafqat Ur Rehman,CENG209,90
2019,Nezakat Sevda Javanshir,ENGR201,120
2019,Fatma Küçük,CENG207,120
2020,Muhammed Abdullah Bülbül,CENG201,90
2020,Yusuf Evren Aykaç,CENG113,90
2020,Müberra Allahverdi,MATH101,120
2020,Osman Serdar Gedik,CENG203,120
2020,Shafqat Ur Rehman,CENG209,90
2020,Metin Aktaş,PHYS101,120
2020,Nezakat Sevda Javanshir,ENGR201,120
2020,Fatma Küçük,CENG207,120
3001,Mustafa Yeniad,CENG301,60
3001,Fadi Yılmaz,CENG303,90
3001,Fahreddin Şükrü Torun,CENG305,90
3001,Osman Serdar Gedik,CENG307,120
3001,Ahmet Esad Top,CENG317,60
3002,Mustafa Yeniad,CENG301,60
3002,Fadi Yılmaz,CENG303,90
3002,Fahreddin Şükrü Torun,CENG305,90
3002,Osman Serdar Gedik,CENG307,120
3002,Fatih Nar,CENG463,120
3002,Osman Serdar Gedik,CENG203,120
3003,Mustafa Yeniad,CENG301,60
3003,Fadi Yılmaz,CENG303,90
3003,Fahreddin Şükrü Torun,CENG305,90
3003,Osman Serdar Gedik,CENG307,120
3003,Ahmet Esad Top,CENG317,60
3004,Mustafa Yeniad,CENG301,60
3004,Fadi Yılmaz,CENG303,90
3004,Fahreddin Şükrü Torun,CENG305,90
3004,Osman Serdar Gedik,CENG307,120
3004,Ahmet Esad Top,CENG317,60
3005,Mustafa Yeniad,CENG301,60
3005,Fadi Yılmaz,CENG303,90
3005,Fahreddin Şükrü Torun,CENG305,90
3005,Osman Serdar Gedik,CENG307,120
3005,Ahmet Esad Top,CENG317,60
3005,Fatih Nar,CENG463,120
3006,Mustafa Yeniad,CENG301,60
3006,Fadi Yılmaz,CENG303,90
3006,Fahreddin Şükrü Torun,CENG305,90
3006,Osman Serdar Gedik,CENG307,120
3006,Metin Aktaş,PHYS101,120
3007,Mustafa Yeniad,CENG301,60
3007,Fadi Yılmaz,CENG303,90
3007,Fahreddin Şükrü Torun,CENG305,90
3007,Osman Serdar Gedik,CENG307,120
3007,Ahmet Esad Top,CENG317,60
3007,Yusuf Evren Aykaç,CENG113,90
3008,Mustafa Yeniad,CENG301,60
3008,Fadi Yılmaz,CENG303,90
3008,Fahreddin Şükrü Torun,CENG305,90
3008,Osman Serdar Gedik,CENG307,120
3008,Ahmet Esad Top,CENG317,60
3008,Muhammed Abdullah Bülbül,CENG315,90
3009,Mustafa Yeniad,CENG301,60
3009,Fadi Yılmaz,CENG303,90
3009,Fahreddin Şükrü Torun,CENG305,90
3009,Osman Serdar Gedik,CENG307,120
3009,Ahmet Esad Top,CENG317,60
3009,Muhammed Abdullah Bülbül,CENG315,90
3010,Mustafa Yeniad,CENG301,60
3010,Fadi Yılmaz,CENG303,90
3010,Fahreddin Şükrü Torun,CENG305,90
3010,Osman Serdar Gedik,CENG307,120
3010,Fadi Yılmaz,CENG325,60
3010,Muhammed Abdullah Bülbül,CENG315,90
3011,Mustafa Yeniad,CENG301,60
3011,Fadi Yılmaz,CENG303,90
3011,Fahreddin Şükrü Torun,CENG305,90
3011,Osman Serdar Gedik,CENG307,120
3011,Ahmet Esad Top,CENG317,60
3011,Muhammed Abdullah Bülbül,CENG315,90
3012,Mustafa Yeniad,CENG301,60
3012,Fadi Yılmaz,CENG303,90
3012,Fahreddin Şükrü Torun,CENG305,90
3012,Osman Serdar Gedik,CENG307,120
3012,Fadi Yılmaz,CENG325,60
3012,Muhammed Abdullah Bülbül,CENG315,90
3013,Mustafa Yeniad,CENG301,60
3013,Fadi Yılmaz,CENG303,90
3013,Fahreddin Şükrü Torun,CENG305,90
3013,Osman Serdar Gedik,CENG307,120
3013,Fatih Nar,CENG463,120
3013,Ahmet Esad Top,CENG317,60
3013,Muhammed Abdullah Bülbül,CENG315,90
3014,Mustafa Yeniad,CENG301,60
3014,Fadi Yılmaz,CENG303,90
3014,Fahreddin Şükrü Torun,CENG305,90
3014,Osman Serdar Gedik,CENG307,120
3014,Fadi Yılmaz,CENG325,60
3014,Muhammed Abdullah Bülbül,CENG315,90
3015,Mustafa Yeniad,CENG301,60
3015,Fadi Yılmaz,CENG303,90
3015,Fahreddin Şükrü Torun,CENG305,90
3015,Osman Serdar Gedik,CENG307,120
3015,Fadi Yılmaz,CENG325,60
3015,Muhammed Fatih Demirci,CENG101,60
3016,Mustafa Yeniad,CENG301,60
3016,Fadi Yılmaz,CENG303,90
3016,Fahreddin Şükrü Torun,CENG305,90
3016,Osman Serdar Gedik,CENG307,120
3016,Fadi Yılmaz,CENG325,60
3016,Muhammed Abdullah Bülbül,CENG315,90
3016,Fatih Nar,CENG463,120
3017,Mustafa Yeniad,CENG301,60
3017,Fadi Yılmaz,CENG303,90
3017,Fahreddin Şükrü Torun,CENG305,90
3017,Osman Serdar Gedik,CENG307,120
3017,Fadi Yılmaz,CENG325,60
3017,Mustafa Yeniad,CENG465,120
3017,Muhammed Abdullah Bülbül,CENG315,90
3018,Mustafa Yeniad,CENG301,60
3018,Fadi Yılmaz,CENG303,90
3018,Fahreddin Şükrü Torun,CENG305,90
3018,Osman Serdar Gedik,CENG307,120
3018,Ahmet Esad Top,CENG317,60
3018,Muhammed Abdullah Bülbül,CENG315,90
3019,Mustafa Yeniad,CENG301,60
3019,Fadi Yılmaz,CENG303,90
3019,Fahreddin Şükrü Torun,CENG305,90
3019,Osman Serdar Gedik,CENG307,120
3019,Fadi Yılmaz,CENG325,60
3019,Muhammed Abdullah Bülbül,CENG315,90
3020,Mustafa Yeniad,CENG301,60
3020,Fadi Yılmaz,CENG303,90
3020,Fahreddin Şükrü Torun,CENG305,90
3020,Osman Serdar Gedik,CENG307,120
3020,Fadi Yılmaz,CENG325,60
3020,Ahmet Esad Top,CENG317,60
4001,Mustafa Yeniad,CENG465,60 
4001,Yusuf Evren Aykaç,CENG431,90
4001,Fadi Yılmaz,CENG325,60
4001,Metin Aktaş,PHYS101,120
4001,Fadi Yılmaz,CENG405,90
4001,Ahmet Esad Top,CENG317,60
4002,Yusuf Evren Aykaç,CENG427,120
4002,Mustafa Yeniad,CENG465,60
4002,Yusuf Evren Aykaç,CENG431,90
4002,Fadi Yılmaz,CENG325,60
4002,Fadi Yılmaz,CENG303,90
4003,Yusuf Evren Aykaç,CENG427,120
4003,Mustafa Yeniad,CENG465,60
4003,Yusuf Evren Aykaç,CENG431,90
4003,Fadi Yılmaz,CENG325,60
4003,Fatih Nar,CENG463,120
4004,Yusuf Evren Aykaç,CENG427,120
4004,Mustafa Yeniad,CENG465,60
4004,Yusuf Evren Aykaç,CENG431,90
4004,Fadi Yılmaz,CENG325,60
4004,Muhammed Abdullah Bülbül,CENG315,90
4004,Osman Serdar Gedik,CENG307,120
4005,Yusuf Evren Aykaç,CENG427,120
4005,Mustafa Yeniad,CENG465,60
4005,Yusuf Evren Aykaç,CENG431,90
4005,Fatih Nar,CENG463,120
4005,Ahmet Esad Top,CENG317,60
4006,Mustafa Yeniad,CENG465,60
4006,Yusuf Evren Aykaç,CENG431,90
4006,Fadi Yılmaz,CENG405,90
4006,Ahmet Esad Top,CENG317,60
4006,Muhammed Abdullah Bülbül,CENG315,90
4007,Yusuf Evren Aykaç,CENG427,120
4007,Mustafa Yeniad,CENG465,60
4007,Yusuf Evren Aykaç,CENG431,90
4007,Fadi Yılmaz,CENG405,90
4007,Ahmet Esad Top,CENG317,60
4007,Osman Serdar Gedik,CENG307,120
4008,Yusuf Evren Aykaç,CENG427,120
4008,Mustafa Yeniad,CENG465,60
4008,Yusuf Evren Aykaç,CENG431,90
4008,Fadi Yılmaz,CENG405,90
4008,Ahmet Esad Top,CENG317,60
4009,Mustafa Yeniad,CENG465,60
4009,Yusuf Evren Aykaç,CENG431,90
4009,Fatih Nar,CENG463,120
4009,Ahmet Esad Top,CENG317,60
4010,Yusuf Evren Aykaç,CENG427,120
4010,Mustafa Yeniad,CENG465,60
4010,Yusuf Evren Aykaç,CENG431,90
4010,Fadi Yılmaz,CENG405,90
4010,Ahmet Esad Top,CENG317,60
4010,Osman Serdar Gedik,CENG307
4011,Yusuf Evren Aykaç,CENG427,120
4011,Mustafa Yeniad,CENG465,60
4011,Yusuf Evren Aykaç,CENG431,90
4011,Fadi Yılmaz,CENG405,90
4011,Ahmet Esad Top,CENG317,60
4011,Fahreddin Şükrü Torun,CENG305,90
4012,Yusuf Evren Aykaç,CENG427,120
4012,Mustafa Yeniad,CENG465,60
4012,Shafqat Ur Rehman,CENG433,90
4012,Fahreddin Şükrü Torun,CENG305,90
4012,Fatih Nar,CENG463,120
4012,Fadi Yılmaz,CENG405,90
4013,Yusuf Evren Aykaç,CENG427,120
4013,Mustafa Yeniad,CENG465,60
4013,Shafqat Ur Rehman,CENG433,90
4013,Fatih Nar,CENG463,120
4013,Fadi Yılmaz,CENG405,90
4013,Ahmet Esad Top,CENG317,60
4014,Yusuf Evren Aykaç,CENG427,120
4014,Mustafa Yeniad,CENG465,60
4014,Shafqat Ur Rehman,CENG433,90
4014,Fatih Nar,CENG463,120
4014,Fadi Yılmaz,CENG405,90
4015,Yusuf Evren Aykaç,CENG427,120
4015,Mustafa Yeniad,CENG465,60
4015,Shafqat Ur Rehman,CENG433,90
4015,Fatih Nar,CENG463,120
4015,Fadi Yılmaz,CENG405,90
4015,Fahreddin Şükrü Torun,CENG305,90
4016,Yusuf Evren Aykaç,CENG427,120
4016,Mustafa Yeniad,CENG465,60
4016,Shafqat Ur Rehman,CENG433,90
4016,Fatih Nar,CENG463,120
4016,Osman Serdar Gedik,CENG307,120
4016,Fadi Yılmaz,CENG405,90
4017,Yusuf Evren Aykaç,CENG427,120
4017,Mustafa Yeniad,CENG465,60
4017,Shafqat Ur Rehman,CENG433,90
4017,Fatih Nar,CENG463,120
4017,Fahreddin Şükrü Torun,CENG305,90
4018,Yusuf Evren Aykaç,CENG427,120
4018,Mustafa Yeniad,CENG465,60
4018,Shafqat Ur Rehman,CENG433,90
4018,Fatih Nar,CENG463,120
4018,Mustafa Yeniad,CENG301
4019,Yusuf Evren Aykaç,CENG427,120
4019,Mustafa Yeniad,CENG465,60
4019,Shafqat Ur Rehman,CENG433,90
4019,Fatih Nar,CENG463,120
4019,Muhammed Abdullah Bülbül,CENG315,90
4020,Yusuf Evren Aykaç,CENG427,120
4020,Mustafa Yeniad,CENG465,60
4020,Shafqat Ur Rehman,CENG433,90
4020,Fatih Nar,CENG463,120
4020,Muhammed Abdullah Bülbül,CENG315,90
4020,Osman Serdar Gedik,CENG307,120
